uid,sid
3770,3213
6285,3214
6261,3214
2671,3215
2589,3216
2776,3217
5204,3218
6533,3219
4059,3220
3613,3221
3226,1429
5673,3222
3677,3222
7136,3223
942,3224
6635,3225
4379,3226
2668,3227
2478,3228
6894,3229
3348,3229
136,3230
950,3231
4433,3232
2139,3233
6991,3234
5983,3235
2748,3236
3088,3237
3135,3238
4737,3239
6512,3240
7386,3241
3354,3242
47,3243
6332,3244
774,3245
156,3246
2819,3247
6970,3248
386,3249
638,1447
6159,3250
5256,3251
3046,3252
4215,3253
1423,3254
4215,3255
61,3256
4242,3257
723,3258
2756,3259
3515,3260
2582,3261
7486,3262
4829,3263
2884,3264
1004,3264
980,3265
5814,3266
7250,3267
75,3268
5444,3269
1346,3270
5084,3271
7000,3272
2131,3273
2037,3274
6121,3275
6746,1468
4503,1470
42,3276
6570,3277
5673,3278
1955,3278
4808,3279
3581,3280
4135,3281
3576,3281
3576,3282
3581,3283
156,3284
3397,3285
3576,3286
5288,3287
1398,3288
3,3289
755,3290
4916,1482
187,1482
2315,3291
3932,3292
6783,1483
7125,1483
2225,1483
156,3293
3557,3294
1718,3295
4029,3296
2642,3297
2099,3298
1163,3299
3509,3300
1637,3301
3241,3302
5863,3303
254,1493
1423,3304
5575,3305
3581,3306
3581,3307
6970,3308
5127,3309
5806,3310
4379,3311
7372,3312
3515,3313
2752,3314
2985,3315
89,3316
4941,3317
1282,3318
4938,3319
7514,3319
3081,3320
1641,1507
1628,3321
4919,3322
2820,3322
2820,3323
4919,1510
1590,3324
3436,1511
754,3325
5200,3326
7355,3327
1290,3328
3967,3329
488,3330
4227,3331
4379,3332
4503,3333
271,3333
7351,3334
7249,3335
5682,3336
7042,3337
1867,3338
3916,3339
700,3340
5628,3341
888,1516
1759,3342
6015,3343
3716,3344
4423,3344
1867,3345
97,3346
7250,3346
1069,3347
7331,3348
7331,3349
7331,3350
7331,3351
7331,3352
7331,3353
7331,3354
727,3355
7094,3356
46,3357
3390,3358
6166,1527
6206,3359
1653,3359
2544,1532
4830,3360
1278,1538
2820,3361
1016,3362
6043,3363
4492,1542
7011,3364
4621,1544
7230,3365
480,3366
654,3367
2953,3367
1513,3368
3576,3369
3576,3370
429,3371
981,3372
6927,3373
393,3374
2205,3375
2820,3376
5829,3377
918,3377
4646,3378
3167,3379
5547,3379
6186,3379
7234,3380
4008,3381
5764,3382
6982,3383
1453,3384
6474,3384
1476,3384
2552,3384
6970,3385
1453,3386
7474,3387
5631,3388
7503,3388
3237,1563
3327,3389
5144,3389
2205,3390
4596,3391
2199,3392
6723,3393
307,3394
4,3395
4648,3395
6320,3396
4099,3397
2618,1564
1945,1565
270,1566
5525,3398
2443,3399
6814,3399
6251,3400
6970,3401
2595,3401
6251,3402
1610,3403
6638,1572
5033,3404
4941,3405
6085,3406
1936,3407
5094,3408
2405,1576
2745,3409
4285,3410
6692,3411
2374,3412
255,3413
4379,3414
2205,3415
4676,3416
5062,3416
7233,1583
2903,3417
4546,3417
4526,3418
998,3419
6693,3420
3613,3420
1004,3421
4543,3422
6345,3423
3882,3424
6142,1586
6596,3425
4596,3426
4546,3427
7113,3428
1216,3429
429,3430
4804,3430
3302,3431
4543,3432
7503,3433
3968,3434
4608,3435
794,3436
638,3437
638,3438
1021,3439
7096,3440
7332,3441
3476,3442
3916,3443
5216,3444
6985,3445
5984,3446
7464,3447
2312,3448
1506,3449
2804,3450
2803,3451
372,3452
3035,3453
6912,3454
4596,3455
2977,3456
6982,3457
6618,3457
2351,3458
5445,3459
7226,3460
2856,3461
6880,3462
2076,3463
2205,3464
4596,3465
1784,3466
4719,1609
2271,3467
4379,3468
5984,3469
1637,3470
4462,3471
241,3472
1060,3473
3167,3474
6459,3475
5287,3476
5350,3477
5806,3478
271,3479
2587,3479
6693,3479
6675,3480
336,3481
4197,3482
6593,3483
6499,3484
1170,3484
6880,3485
5024,3486
6675,1624
5793,3487
3400,3488
1107,3488
5523,1626
4726,1628
6629,3489
1127,3490
3968,3491
3023,3492
5432,3493
799,3494
3961,3495
3931,3496
3931,3497
7383,3498
1324,3499
959,1638
5448,3500
156,3501
2468,3502
1085,3503
456,1641
1598,1641
1707,3504
2441,3504
5117,1642
5164,3505
1127,3506
5685,3507
6880,3508
845,3509
3538,3510
3354,3511
2210,3512
649,3512
6993,3512
6672,3513
337,3514
888,1646
7045,3515
4795,3516
4396,3516
4379,3517
539,3518
7226,3519
1216,3520
3234,1653
6503,3521
6715,3522
573,3523
2931,3524
2336,3525
5554,3526
6746,3527
6954,3528
1271,3529
2271,1659
1637,1659
573,3530
2649,1662
6544,3531
2257,1663
4605,1666
726,3532
5685,3533
968,1670
7030,3534
3739,3535
3205,3536
4537,3537
5144,3538
831,1671
5685,3539
7030,3540
5934,3541
3716,3542
2956,1673
27,3543
2518,3544
4872,3545
361,3546
712,3547
42,3548
4379,3549
2205,3549
7373,3550
3972,3551
2863,3552
6693,3553
7030,3554
4358,3555
2928,3556
27,3557
720,3558
968,1677
5368,3559
27,3560
3988,1678
2863,3561
214,3562
1250,3563
6442,3564
2358,3565
6780,3565
4459,3566
2358,3567
2199,3568
6561,3569
4269,3570
5544,1688
4664,1688
5084,3571
6296,3572
1789,3573
1529,1697
2528,3574
1945,3575
2691,3576
6296,1704
1060,3577
1107,3577
6971,1706
6818,3578
1170,1707
5079,1709
1085,3579
4694,3580
6251,3581
6780,3582
6261,1713
5554,1715
2518,1716
823,1716
1448,1716
1653,3583
6954,3584
3302,3585
3141,3586
6268,3587
1541,3588
5712,3589
1307,3590
2564,1718
7321,1718
998,1718
6097,1718
1342,3591
3415,3592
3988,3593
823,3593
3415,3593
7250,3593
6657,1722
823,1722
7321,1722
5404,3594
1945,3595
1411,3596
7042,3597
6927,3598
5256,1725
3298,1725
7162,3599
1550,3600
6993,3601
230,3602
471,3603
6493,3604
2167,3605
4572,1731
2173,3606
6320,3607
6570,3608
3348,3609
5144,3610
5127,3611
7042,3612
720,3613
203,3614
1945,3615
1480,3616
454,3617
203,3618
7259,3619
2889,3620
2615,3621
3766,3622
6751,3623
1804,3624
5445,3625
4384,3626
5794,3627
2132,3628
143,3629
3929,3630
5871,3631
2312,3632
2513,3633
726,3634
5794,3635
7496,3636
2513,3637
726,3638
573,3639
1539,3640
3503,3640
6561,3641
1955,3642
1955,3643
429,3644
6970,3645
823,3646
1216,3646
4275,3647
3607,1746
3018,3648
4111,3649
5750,3650
6570,3651
2220,1752
623,3652
2518,3653
7331,3654
2358,3655
6427,3656
2312,3657
7011,3658
3515,3659
6394,3660
4008,3661
1493,3662
283,3663
46,3664
7371,1762
2068,1763
382,3665
7125,3666
1216,3667
1960,3668
5444,3669
1843,3670
5806,3671
3436,3672
386,3673
3405,3674
649,3675
4396,3675
845,3676
2220,3677
2862,3677
3988,3678
2745,3679
3760,3680
4684,1778
3515,3681
5727,3682
5863,3683
2090,3684
3575,3685
6186,3686
7372,3687
1864,3688
3194,3689
7495,3690
3035,3691
1395,3692
6970,3693
5514,3694
2642,1794
4393,3695
7514,3696
3588,3697
7305,3698
4306,3698
5667,3699
6140,1801
3860,1801
2823,3700
3988,1806
3043,3701
2728,3702
3476,3703
5806,3703
5204,3704
4237,3704
2668,3705
1004,3706
5080,3707
2884,3708
4420,3709
463,3710
4,3711
3515,3712
6275,3713
361,3714
1004,3715
2145,3716
5350,3717
7096,3718
2793,3719
4396,3720
3915,3721
6642,3722
2232,1821
5010,1821
7204,1827
2456,3723
2586,3724
4093,3725
6887,3726
1090,3727
1945,3728
1465,3729
6055,3730
6407,3731
5829,3732
5117,1835
3703,1839
132,3733
1287,3734
382,3735
3439,3736
3714,3737
4523,3738
4543,3739
1029,3740
223,3741
4856,1854
3304,3742
4269,3743
7002,3744
3141,3745
5261,3746
1641,3747
7386,3748
2232,3749
1571,3749
2830,3749
3988,1858
5445,3750
5505,1860
1526,3751
3537,3752
1442,3753
3003,3754
1088,1863
1208,3755
6472,3756
4258,3757
7420,3758
619,3759
6475,1866
6302,3760
7064,3761
7351,3762
3515,3763
1912,3764
2540,1873
4200,3765
1945,3766
6231,1875
2656,1876
283,3767
888,3768
5432,3769
3785,3770
4523,3771
2118,3772
2866,3773
6323,3773
4596,3774
4007,3775
6645,1894
214,3776
3193,3777
2349,1899
6308,3778
4498,3779
3515,3780
3519,3781
5512,3782
1513,3783
136,1902
845,3784
1986,3785
3515,3786
720,3787
1798,3788
6279,3789
5117,3790
5010,3790
1087,3791
2567,3791
6570,3792
4513,3793
4120,3794
5667,3795
3638,1908
3081,1908
573,3796
3515,3797
7405,3798
4695,3799
4954,3800
2051,3801
3988,3802
1986,3803
4227,3804
4379,3805
1250,3805
7087,3806
516,3807
7112,1926
5618,1927
3988,3808
7372,3809
6629,1929
1216,1931
5980,1931
3988,1932
1637,1932
5117,3810
6703,3811
5177,3812
6574,3813
981,3814
2564,3815
4949,3815
341,3816
3515,3816
3930,3816
75,3816
5764,3817
7259,3818
1777,3819
5723,1945
4312,3820
2953,3821
4772,3822
5297,3823
1170,3824
2358,3825
3279,3826
4060,3827
4008,3828
6814,3829
27,3830
2374,3831
1871,3832
136,3833
6150,3834
2618,3835
2247,3836
1216,1959
5164,3837
1804,3838
6993,3839
4059,3840
6252,3841
3575,3842
341,3843
3722,3844
1241,3845
1271,3846
1291,3847
3397,3848
6932,3849
6715,3850
4278,3851
3418,3852
983,3853
2756,3854
5435,3855
5566,3856
2358,3857
2649,3858
5043,3859
2118,3860
5764,3861
2573,3862
2349,3863
950,3864
3915,3865
7489,3866
619,3867
2162,1986
1814,3868
4051,3868
2500,3868
6561,3869
2358,3870
6085,3871
4067,3872
7400,3873
2216,3874
3249,3875
203,2002
7055,3876
6312,3877
4676,3878
7526,3878
1396,3879
845,3880
1718,3881
1766,3881
4429,2014
1015,3882
3066,3883
273,3884
1898,3885
1710,2019
6561,3886
5975,2023
4379,3887
2199,3888
2101,3889
1567,3890
4523,3891
3988,2025
75,3892
3436,3893
6865,3894
4365,3895
2587,3896
1541,2042
5970,2040
1718,2041
2667,3897
5152,3898
5546,2049
1777,3899
6894,3900
4424,2052
4336,2052
3882,3901
2252,3902
4459,3903
4194,3904
4150,2060
1735,2060
3905,3905
118,3906
7125,3907
649,3907
6015,3908
5624,2066
1506,3909
488,3910
5091,3911
1718,3912
5042,3913
6106,3914
654,2070
2118,3915
5667,3916
4650,3917
3299,2080
923,3918
2492,3919
6215,3920
6363,3921
1001,3922
5435,3923
7090,3924
4650,3925
6370,3926
1912,3926
6659,2089
7261,3927
4152,2090
2360,2090
5117,3928
4704,2095
7282,3929
5494,3930
1020,3931
5984,3932
2907,3933
215,3934
3748,3935
5804,3936
5653,3937
2271,3938
7383,3939
1798,3940
5117,3941
5123,3942
5278,3943
4523,3943
6993,3944
726,3945
6970,3946
223,3947
6664,3947
5024,3948
2890,3949
2856,3950
5448,3951
4093,3952
491,3953
6904,3954
775,3955
1216,2116
6296,3956
4902,2117
4403,3957
2808,3958
4201,3959
1216,3960
1945,3961
6222,3962
4693,3963
1954,3964
739,3965
7238,3966
5891,3967
6970,3968
3988,3969
990,3970
3030,3971
942,3972
7129,3973
6325,3974
4144,3975
6672,3976
249,3977
4474,3978
1966,3979
5930,3980
1489,3981
2858,3982
4379,3983
3723,3984
3261,3985
6261,3986
1272,3987
292,3988
6757,3989
5435,3990
1107,3991
3988,3992
6746,2168
5667,3993
2528,3994
75,2173
7084,3995
5411,3995
3718,3996
2232,3997
203,3998
5118,3999
2052,4000
6363,4000
3476,4001
7409,4002
4371,4003
207,4004
2336,4005
382,2182
1272,4006
2307,4007
7094,4008
2554,4009
1080,2191
2858,2191
5910,2196
4949,4010
6535,2213
91,4011
7005,4012
4279,2221
1637,4013
6620,4014
4227,4015
2856,4016
4439,4017
5871,4018
6971,4019
6578,4020
7266,4021
2953,4022
2862,4023
2186,4024
7439,4025
7226,4026
5554,4027
5423,4028
5595,4028
2513,4029
1258,2255
1718,2258
2456,4030
3518,4031
4674,4032
4337,4033
5876,4034
3739,4035
6970,4036
6475,4037
3458,4038
1987,4039
3739,4040
4366,4041
7469,2288
5943,4042
5362,4043
5351,4044
5962,2297
5673,4045
2953,4046
347,4047
3300,4047
2358,4048
4405,4049
6970,4050
3517,4051
2685,4052
1045,4053
6673,4054
4384,4055
5667,4056
6657,4057
6780,4058
4965,2320
3046,2320
2856,4059
1670,4060
2490,4060
1070,4060
5449,4060
4259,4060
5438,4060
4500,4060
1819,4060
4361,4060
2529,4060
2846,4060
1800,4060
174,4060
2298,4060
2872,4060
1784,4060
6799,4061
711,4061
2332,4062
773,4062
7018,4063
2084,4063
2369,4063
1166,4063
6204,4063
117,4063
4630,4063
773,4063
4536,4063
264,4063
7421,4063
3669,4063
1511,4063
2881,4064
5065,4065
6816,4065
549,4065
3292,4065
5740,4065
6259,4065
7575,4065
2117,4065
5634,4065
634,4065
7109,4065
2534,4065
5552,4065
5862,4065
7356,4065
4856,4065
1017,4065
3592,4065
5760,4065
239,4065
7281,4065
5497,4065
4391,4065
225,4065
3324,4065
2223,4065
2668,4065
111,4065
6708,4065
2262,4065
4870,4065
2995,4065
3401,4065
6440,4066
5946,4066
2806,4067
6440,4068
2214,4069
1727,4070
5972,4071
5998,4071
1507,4071
2439,4071
3457,4071
6119,4071
3981,4071
6169,4071
4004,4071
761,4071
6859,4071
4303,4072
2013,4071
602,4073
1096,4073
3053,4071
2787,4073
1964,4073
39,4073
171,4073
7322,4071
1392,4073
3334,4073
3825,4073
3640,4073
1225,4073
3162,4073
5564,4071
2089,4073
385,4071
4020,4073
1417,4073
3217,4073
6920,4073
4079,4071
4181,4073
6207,4073
6917,4073
1552,4071
6054,4071
3886,4073
2787,4071
5123,4073
1206,4073
772,4073
6720,4073
3228,4071
181,4073
693,4073
7282,4073
2054,4073
7168,4073
1651,4073
6148,4073
4362,4073
1753,4071
5388,4073
3684,4071
4675,4071
5675,4071
2089,4074
3717,4071
3337,4071
6917,4071
4073,4071
92,4071
3168,4074
1964,4071
3162,4071
6949,4074
2261,4071
5865,4071
2613,4071
651,4071
891,4071
531,4071
178,4071
3520,4071
3825,4075
284,4071
1971,4071
39,4071
4432,4071
6013,4071
6505,4071
2590,4071
6463,4071
6342,4071
4376,4071
6258,4071
6087,4071
1392,4071
7410,4071
1400,4071
4812,4071
1147,4071
6471,4071
2937,4076
6169,4076
5087,4071
6612,4071
4811,4071
4078,4071
5559,4071
3015,4076
5388,4071
1589,4071
596,4076
2062,4076
7550,4071
7201,4071
3520,4076
7192,4076
6577,4071
2843,4076
284,4076
4826,4071
319,4076
2911,4071
39,4076
2678,4076
299,4071
4078,4076
7451,4071
2577,4076
5453,4071
141,4077
5087,4076
417,4071
3427,4071
2911,4076
299,4076
7484,4076
2261,4077
7318,4071
4228,4071
5100,4077
841,4071
3015,4077
7322,4077
1417,4071
1206,4076
2546,4076
4226,4076
6243,4076
6148,4076
1309,4076
90,4071
5889,4071
1567,4077
6013,4077
5087,4077
1304,4071
4020,4077
4376,4077
7183,4077
2516,4071
4625,4071
7114,4076
5238,4071
7282,4076
5726,4071
5501,4077
602,4076
5637,4071
2302,4071
5458,4071
821,4077
7313,4076
3609,4071
3907,4076
1096,4076
3101,4071
3219,4071
2879,4071
3098,4077
181,4071
3334,4077
2374,4077
465,4071
783,4071
693,4077
515,4071
6777,4077
693,4071
5123,4071
1032,4071
1106,4071
4426,4077
6825,4071
2116,4071
2354,4071
123,4071
5421,4071
7282,4077
2153,4071
2960,4071
5675,4077
7084,4071
6340,4071
2875,4077
1115,4077
277,4071
7566,4071
4046,4077
3512,4071
66,4077
2574,4071
1555,4077
542,4077
4295,4078
48,4078
6383,4078
405,4078
1516,4078
2043,4078
3152,4078
4907,4078
2305,4078
2376,4078
1853,4078
7111,4078
70,4078
3983,4078
2467,4078
4230,4078
2991,4078
2576,4078
1993,4078
2703,4078
1379,4078
4849,4078
3757,4078
1415,4078
6216,4078
2127,4078
3258,4078
2720,4078
4976,4078
6745,4078
3685,4078
5348,4078
4397,4078
7515,4078
7286,4078
5174,4078
4400,4078
3449,4078
6521,4078
6543,4078
3564,4078
2373,4078
5803,4078
3810,4078
6030,4078
1603,4078
5508,4078
2958,4078
7199,4078
3984,4078
4574,4078
6236,4078
1494,4078
3330,4078
3356,4078
5611,4078
3149,4078
4469,4078
6338,4078
4287,4078
165,4078
6522,4078
4966,4078
4192,4078
1416,4078
4368,4078
7413,4078
6833,4078
3513,4078
163,4078
2012,4078
4770,4078
5356,4078
2322,4078
1974,4078
6591,4078
4617,4078
6378,4078
5923,4078
3908,4078
6835,4078
6439,4078
2181,4078
3654,4078
6009,4078
3055,4078
1908,4078
740,4078
6739,4078
1422,4078
520,4078
685,4078
6147,4078
811,4078
918,4078
3684,4078
7025,4078
3964,4078
6507,4078
6425,4078
1428,4078
2215,4078
4669,4078
7062,4078
6606,4078
3529,4078
1939,4078
2972,4078
6120,4078
4105,4078
6831,4078
5437,4078
3263,4078
674,4078
7262,4078
7540,4078
3985,4078
1527,4078
4834,4078
5549,4078
7284,4078
5405,4078
616,4078
5223,4078
1389,4078
5431,4078
661,4078
6921,4078
2257,4078
4069,4078
4452,4078
7422,4078
4820,4078
3635,4078
1616,4078
2445,4078
7274,4078
1792,4078
6463,4078
3221,4078
4937,4078
258,4078
5777,4078
3051,4078
3314,4079
5253,4079
4755,4079
2316,4080
4233,4079
376,4080
3143,4080
3536,4079
2707,4080
5954,4080
3737,4080
6256,4080
3485,4079
1076,4079
2530,4079
4092,4080
5339,4079
5808,4080
6397,4079
5507,4080
3309,4080
2833,4080
1076,4080
3835,4080
4782,4080
4755,4080
3393,4081
2006,4082
4187,4081
2418,4083
3314,4084
2594,4083
4997,4084
7494,4084
1458,4085
3112,4084
2521,4085
1640,4084
376,4084
4072,4084
171,4084
2530,4084
5110,4084
3633,4084
7525,4084
5846,4084
2387,4084
6647,4084
3848,4084
3704,4084
3909,4086
6105,4086
4878,4086
3818,4086
3429,4086
4673,4087
6105,4087
1344,4087
2418,4087
4409,4087
5198,4087
3073,4087
2266,4087
848,4087
1072,4087
3711,4088
3878,4088
1932,4089
1202,4089
2638,4089
4039,4090
3305,4090
5515,4090
5642,4091
5339,4091
6825,4092
6256,4093
1832,4093
3910,4093
1139,4093
5603,4093
4342,4094
5474,4094
6417,4094
3697,4094
5146,4094
6912,4094
6050,4094
3110,4094
3894,4094
3519,4094
7515,4094
6894,4095
1326,4095
3224,4095
4524,4095
2340,4095
6449,4095
4769,4095
5301,4095
5452,4095
2672,4095
2810,4095
2120,4095
2093,4095
3329,4095
7244,4096
6827,4096
3689,4096
828,4097
3689,4098
1985,4098
7244,4099
3689,4099
816,4100
5761,4100
4769,4100
3204,4100
2657,4101
5391,4101
816,4101
5761,4101
4769,4101
1116,4102
5584,4102
7304,4102
7142,4102
4809,4102
6141,4102
5159,4102
1467,4102
5562,4102
3555,4102
133,4102
6721,4102
793,4102
340,4102
3093,4102
1287,4102
4987,4102
6821,4102
7012,4102
996,4102
6444,4102
6843,4102
3486,4102
5187,4102
7457,4103
4710,4103
3434,4103
2771,4103
4813,4104
7114,4104
2890,4105
7053,4105
9,4104
1009,4105
6037,4105
7169,4105
6344,4105
2475,4105
7504,4106
3621,4106
4444,4107
3359,4107
3780,4107
4368,4107
5135,4107
5249,4107
6785,4107
3666,4107
6606,4107
7399,4107
4086,4107
3684,4107
4849,4107
2155,4107
1586,4107
3851,4107
7317,4107
1133,4107
5592,4107
4800,4108
4856,4107
1976,4109
6375,4107
1240,4109
6242,4110
4113,4111
4813,4112
6897,4112
2391,4112
1894,4112
4813,4113
7114,4113
9,4113
5973,4114
4961,4114
331,4114
4962,4114
7037,4114
4400,4114
1592,4114
6737,4114
243,4114
7317,4114
7490,4114
2593,4114
2410,4114
798,4114
6338,4114
5741,4115
6706,4115
699,4116
2222,4115
5599,4115
3484,4115
5748,4115
6103,4115
2603,4115
5698,4115
5962,4115
7555,4115
6284,4115
7124,4115
1289,4115
5662,4115
6149,4115
1382,4115
4819,4117
7024,4115
7499,4115
2326,4117
1779,4115
339,4115
4714,4115
7562,4115
1826,4115
5379,4115
3643,4115
6467,4115
2910,4115
295,4115
6862,4115
2682,4115
4260,4115
6344,4118
7098,4119
2481,4119
699,4119
7487,4120
2786,4120
6135,4121
7371,4121
356,4121
4218,4121
3956,4121
5190,4121
4319,4121
3665,4121
4218,4122
6242,4122
2265,4122
3956,4122
6665,4122
3665,4122
6861,4122
1528,4123
1106,4123
5866,4123
6839,4123
1206,4123
3802,4124
2120,4125
1047,4126
1885,4126
6025,4126
1267,4127
7022,4127
2464,4127
3385,4128
7441,4128
7459,4128
3511,4128
7422,4128
6833,4128
5385,4128
616,4128
7457,4129
1458,4129
7198,4129
2480,4130
317,4130
4559,4130
1774,4130
1993,4130
4324,4130
3153,4130
4849,4130
1346,4130
7057,4130
5264,4130
4718,4130
2952,4130
6913,4130
3448,4130
4496,4130
4486,4130
5923,4130
2887,4130
1802,4130
1168,4130
1676,4130
2369,4130
7480,4130
3262,4130
685,4130
1020,4130
6683,4130
7490,4130
7262,4130
6833,4130
824,4130
3403,4130
7222,4130
4530,4130
2379,4130
4107,4130
5348,4130
7317,4130
735,4130
48,4130
1041,4130
6624,4130
1614,4130
936,4130
3999,4130
5795,4130
1554,4130
3595,4131
6798,4131
4271,4131
3595,4132
4641,4133
4387,4133
5187,4133
133,4133
850,4133
5375,4133
6444,4133
793,4133
7225,4134
5253,4134
3079,4134
2684,4134
4764,4134
1474,4134
3404,4134
2213,4134
6112,4134
3286,4134
1685,4134
3244,4134
1885,4134
4960,4134
2530,4134
1972,4134
3659,4134
4355,4134
5282,4134
4233,4134
3669,4134
1420,4134
499,4134
1583,4134
2543,4134
3171,4134
3252,4135
2094,4136
6304,4137
151,4137
934,4137
5013,4137
4672,4137
5060,4137
5537,4137
4892,4137
5464,4137
674,4137
2551,4137
394,4138
3324,4139
2549,4139
2269,4140
3814,4140
5406,4140
4292,4140
3747,4140
1916,4140
2187,4140
1919,4140
52,4140
2749,4140
6421,4140
1773,4140
571,4140
101,4140
2754,4140
2535,4140
5874,4140
1325,4140
3620,4140
5773,4140
880,4140
1094,4140
1803,4140
906,4140
2464,4140
3127,4140
7366,4140
7319,4140
5183,4140
5310,4140
3325,4141
5179,4141
911,4141
1310,4141
3403,4141
3149,4141
7037,4141
4136,4141
3757,4141
5437,4141
1601,4141
2706,4141
6753,4142
1658,4142
3204,4142
5774,4142
784,4142
4014,4142
1537,4142
3687,4142
5923,4142
2326,4142
5664,4143
2735,4143
5302,4144
251,4144
6383,4144
5031,4144
6216,4144
5725,4144
1416,4144
6831,4144
908,4144
2305,4144
1672,4144
2720,4144
4990,4144
4281,4144
2788,4144
4736,4144
5644,4144
4400,4144
5960,4144
3263,4144
622,4144
4809,4144
6437,4144
6835,4144
2400,4144
1188,4144
5845,4144
3715,4144
4833,4144
2943,4144
4069,4144
4368,4144
5405,4144
1603,4144
4849,4144
1616,4144
6147,4144
4770,4144
4976,4144
3210,4144
1318,4144
1893,4144
5951,4144
3529,4144
2425,4144
5779,4144
5223,4144
6532,4144
2975,4144
5549,4144
2958,4144
1389,4144
4076,4144
6366,4144
5923,4144
5921,4144
5527,4144
7317,4144
90,4144
473,4144
2428,4144
3221,4144
4937,4144
416,4144
6418,4144
5777,4144
637,4144
2590,4144
1727,4145
710,4146
2846,4146
3301,4146
4655,4146
6827,4147
5761,4147
5600,4147
4769,4147
7244,4148
4673,4149
1344,4149
4409,4149
49,4149
6165,4149
1478,4149
2266,4149
1488,4149
2418,4150
3062,4150
2266,4150
6418,4150
5198,4150
49,4150
1488,4151
6072,4152
4673,4151
152,4151
1478,4151
5198,4151
7171,4152
6805,4151
2039,4152
5892,4152
4187,4152
936,4152
6165,4152
4929,4152
4191,4152
5994,4152
2213,4152
3429,4152
1597,4152
1974,4152
2732,4153
5168,4154
5827,4155
1635,4156
3323,4156
144,4156
7106,4157
4207,4158
2626,4158
5699,4159
550,4159
2626,4159
2365,4158
6224,4159
4713,4159
7299,4158
5699,4158
2626,4160
4622,4160
6224,4160
2147,4160
7299,4160
550,4161
2626,4161
5243,4161
4296,4161
2626,4162
550,4162
2626,4163
550,4163
5243,4163
6224,4163
2147,4163
7299,4163
5699,4163
5699,4164
2626,4164
550,4164
4296,4164
2626,4165
550,4165
5243,4165
4622,4165
1992,4166
1878,4166
6374,4166
1122,4166
15,4166
5804,4166
4980,4166
6485,4167
4344,4166
5584,4166
4298,4166
2511,4166
1861,4166
7142,4166
5608,4166
250,4166
3601,4166
4809,4166
5607,4166
4413,4166
2736,4166
1834,4166
1467,4166
7374,4166
4823,4166
6929,4166
4467,4166
381,4166
1164,4166
6973,4166
5177,4166
3925,4166
850,4166
6559,4166
3173,4166
252,4166
4548,4166
5159,4166
6455,4166
2630,4166
4338,4166
3247,4166
1978,4166
711,4166
5679,4166
2852,4166
5118,4166
2020,4166
5562,4166
5541,4166
1573,4166
6229,4166
4480,4166
5869,4166
6051,4166
7015,4166
63,4166
6883,4166
5623,4166
5509,4166
3555,4166
7068,4166
133,4166
26,4166
3459,4166
5459,4166
4715,4166
3969,4166
776,4166
2944,4166
6960,4166
207,4166
5715,4166
5739,4166
6721,4166
258,4166
5375,4166
5162,4166
1153,4166
6367,4166
2289,4166
7572,4166
340,4166
793,4166
310,4166
7087,4166
4490,4166
3093,4166
3738,4166
3693,4166
1287,4166
844,4166
2437,4166
4987,4166
247,4166
5622,4166
3587,4166
197,4166
6335,4166
1061,4166
996,4166
4678,4166
1259,4166
2095,4166
3659,4166
6384,4166
423,4166
3283,4166
3767,4166
3923,4166
6895,4166
7364,4166
3332,4166
6843,4166
1409,4166
5917,4166
5232,4166
264,4166
5187,4166
7348,4166
1857,4166
4208,4166
1520,4166
292,4166
6444,4166
7031,4166
6478,4166
5933,4166
4383,4166
2973,4166
93,4166
3057,4166
5995,4166
2165,4166
563,4166
3104,4166
3865,4166
6936,4166
1050,4166
6891,4166
1151,4166
4633,4166
316,4166
7166,4166
2708,4166
1604,4166
6059,4166
2569,4166
418,4166
4641,4166
3691,4166
4387,4166
1116,4166
3483,4168
3158,4168
3421,4168
5451,4168
4746,4168
7425,4168
4740,4168
5348,4168
2008,4168
2480,4168
1815,4168
4798,4168
6344,4169
1973,4170
6655,4170
2927,4170
16,4170
121,4170
6890,4170
2832,4171
2762,4171
5982,4171
4776,4171
6467,4171
6706,4171
2002,4171
6847,4171
4855,4172
4065,4172
4271,4173
6165,4174
1597,4174
1932,4174
503,4174
6615,4174
6091,4175
6207,4175
4817,4175
6344,4176
7044,4177
1474,4177
300,4177
4609,4177
938,4177
2480,4177
1553,4178
1826,4178
6157,4178
4271,4178
3484,4178
1289,4178
5603,4178
1779,4178
325,4178
2802,4178
6706,4178
6101,4178
1595,4178
6915,4178
7380,4178
4185,4178
6461,4178
3558,4178
4645,4178
6442,4178
6025,4178
4456,4179
284,4180
284,4181
663,4180
663,4181
3114,4180
5035,4180
3114,4181
5035,4181
5222,4180
5222,4181
2062,4180
2062,4181
7241,4180
7241,4181
3143,4180
3143,4181
5370,4180
4079,4180
3582,4180
4228,4180
563,4180
5370,4181
4079,4181
5644,4180
137,4180
3582,4181
6917,4180
4228,4181
563,4181
5644,4181
39,4180
6342,4180
137,4181
6917,4181
2005,4180
2402,4180
359,4180
1477,4180
39,4181
6342,4181
6853,4182
1628,4182
2005,4181
2402,4181
5934,4182
4010,4182
359,4181
1705,4182
1673,4182
5598,4182
1477,4181
6126,4180
6164,4182
3061,4180
5956,4182
147,4180
1993,4180
1946,4180
5371,4183
4329,4180
4102,4180
4529,4180
797,4183
6980,4183
699,4180
1276,4180
2678,4180
1475,4180
6241,4180
477,4180
417,4180
2843,4180
3536,4180
5709,4180
